set_path,component_index,true_label_norm,predicted_label,confidence,reason
SavedFiles/0161_VD_audio_ICA.set,24,brain,brain,0.8519644737243652,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_audio_ICA.set,25,eye,other_artifact,0.5819433927536011,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_audio_ICA.set,26,muscle,muscle,0.9771367907524109,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_audio_ICA.set,27,muscle,muscle,0.510777473449707,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_audio_ICA.set,28,muscle,other_artifact,0.6252491474151611,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_audio_ICA.set,29,muscle,eye,0.5738962888717651,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_audio_ICA.set,30,muscle,muscle,0.9994502067565918,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_audio_ICA.set,31,muscle,muscle,0.7665089964866638,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_audio_ICA.set,32,muscle,muscle,0.6573097109794617,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_audio_ICA.set,33,eye,eye,0.7745873928070068,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_audio_ICA.set,34,muscle,muscle,0.9220873713493347,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,0,eye,eye,0.9903890490531921,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,1,heart,heart,0.9561943411827087,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,2,muscle,muscle,0.9853915572166443,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,3,eye,eye,0.9387578368186951,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,4,brain,brain,0.99788898229599,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,5,muscle,muscle,0.9047319889068604,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,6,brain,brain,0.9863203763961792,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,7,brain,brain,0.9993128180503845,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,8,brain,brain,0.942757248878479,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,9,muscle,brain,0.9824730157852173,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,10,muscle,muscle,0.9364621639251709,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,11,heart,other_artifact,0.6106880903244019,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,12,muscle,muscle,0.8132210373878479,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,13,brain,brain,0.9923549294471741,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,15,eye,other_artifact,0.8075360655784607,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,16,brain,brain,0.9945611953735352,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,17,muscle,eye,0.7130106687545776,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,18,muscle,muscle,0.8162080645561218,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,19,muscle,muscle,0.5813068747520447,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,20,muscle,muscle,0.9084380865097046,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,21,muscle,muscle,0.9779561161994934,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,22,channel_noise,channel_noise,0.8039886355400085,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,23,muscle,muscle,0.9532070755958557,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,24,muscle,muscle,0.7882285118103027,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,25,brain,brain,0.9096384048461914,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,26,muscle,muscle,0.49921804666519165,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,27,other_artifact,other_artifact,0.6708992719650269,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,28,channel_noise,channel_noise,0.9722537994384766,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,29,channel_noise,channel_noise,0.942301869392395,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,30,muscle,muscle,0.5116509795188904,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,31,muscle,muscle,0.6409560441970825,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,32,muscle,muscle,0.9879647493362427,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0161_VD_noaudio_ICA.set,33,eye,other_artifact,0.5625585317611694,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,0,eye,eye,0.9948119521141052,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,1,heart,brain,0.9166111946105957,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,2,heart,heart,0.975316047668457,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,3,eye,eye,0.5998687148094177,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,4,brain,brain,0.9982016682624817,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,5,eye,eye,0.9852612018585205,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,6,brain,brain,0.9804336428642273,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,7,brain,brain,0.9976779222488403,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,8,brain,brain,0.9854652285575867,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,9,muscle,muscle,0.9737544655799866,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,10,brain,other_artifact,0.763587474822998,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,11,brain,brain,0.9523605108261108,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,12,brain,brain,0.8184287548065186,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,13,brain,brain,0.824476957321167,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,14,muscle,muscle,0.8823122978210449,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,15,brain,brain,0.9788163900375366,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,16,eye,other_artifact,0.7212575078010559,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,17,muscle,muscle,0.9719029068946838,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,18,eye,other_artifact,0.470120906829834,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,19,eye,other_artifact,0.4837372303009033,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,22,brain,brain,0.5377876162528992,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,23,brain,brain,0.741057276725769,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,24,channel_noise,muscle,0.9634339809417725,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,26,eye,other_artifact,0.4475504457950592,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,30,muscle,muscle,0.959688127040863,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,31,brain,other_artifact,0.905924379825592,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,32,brain,other_artifact,0.575175940990448,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,33,muscle,other_artifact,0.5635305643081665,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,34,brain,other_artifact,0.6333506107330322,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,35,channel_noise,channel_noise,0.7946187853813171,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,36,muscle,muscle,0.9695778489112854,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,37,brain,brain,0.4365603029727936,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,38,other_artifact,other_artifact,0.48883551359176636,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,40,brain,brain,0.4901440739631653,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,41,brain,other_artifact,0.8541707992553711,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,44,eye,other_artifact,0.4594639539718628,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,45,muscle,other_artifact,0.6117755770683289,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,47,muscle,muscle,0.9854429960250854,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,48,other_artifact,other_artifact,0.5397847890853882,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,49,muscle,other_artifact,0.3767417371273041,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,50,channel_noise,other_artifact,0.5072013735771179,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,51,other_artifact,eye,0.47833243012428284,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,52,muscle,muscle,0.9938490390777588,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,54,muscle,other_artifact,0.5574929118156433,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,55,other_artifact,other_artifact,0.41292187571525574,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,56,muscle,muscle,0.9967101216316223,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,57,other_artifact,other_artifact,0.7841541767120361,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,58,channel_noise,channel_noise,0.9234365820884705,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,61,other_artifact,other_artifact,0.8647148609161377,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,62,other_artifact,other_artifact,0.9490582346916199,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,63,other_artifact,channel_noise,0.4467931091785431,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,64,eye,channel_noise,0.6153862476348877,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,65,brain,brain,0.8009600043296814,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,66,other_artifact,other_artifact,0.47462865710258484,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,67,muscle,other_artifact,0.8217753767967224,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,68,eye,other_artifact,0.6287470459938049,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,69,other_artifact,other_artifact,0.8940383195877075,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,70,eye,brain,0.8553826808929443,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,71,other_artifact,eye,0.3181033730506897,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,72,eye,other_artifact,0.3850312829017639,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,73,muscle,other_artifact,0.6594650745391846,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,74,muscle,muscle,0.8492625951766968,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,75,other_artifact,other_artifact,0.9493952989578247,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,78,muscle,muscle,0.6994963884353638,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,81,eye,other_artifact,0.5347055196762085,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,82,other_artifact,channel_noise,0.46973615884780884,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,87,channel_noise,channel_noise,0.7665137648582458,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,88,eye,eye,0.5416125059127808,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,91,eye,channel_noise,0.7215254306793213,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,92,other_artifact,other_artifact,0.8556421995162964,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,93,other_artifact,other_artifact,0.9530221819877625,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,95,muscle,other_artifact,0.520375669002533,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,96,other_artifact,other_artifact,0.8183467984199524,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,97,eye,eye,0.5344976186752319,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,98,other_artifact,brain,0.5586881041526794,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDnoaudio_ICA.set,99,other_artifact,other_artifact,0.7237810492515564,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,0,eye,eye,0.9957501292228699,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,1,heart,brain,0.9589928388595581,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,2,heart,heart,0.9409040212631226,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,3,eye,eye,0.9915375709533691,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,4,eye,other_artifact,0.6168644428253174,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,5,brain,brain,0.9951651096343994,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,6,brain,brain,0.5213191509246826,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,7,brain,brain,0.9959401488304138,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,8,muscle,muscle,0.9737147092819214,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,9,brain,brain,0.8643926382064819,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,11,muscle,muscle,0.9228746891021729,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,12,brain,brain,0.9763889908790588,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,13,brain,brain,0.8097103834152222,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,14,brain,brain,0.9090172648429871,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,15,muscle,muscle,0.8613668084144592,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,16,brain,brain,0.9100143909454346,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,17,brain,brain,0.9747076034545898,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,18,brain,brain,0.74859219789505,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,21,eye,other_artifact,0.4520033597946167,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,22,brain,brain,0.8376908898353577,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,23,brain,other_artifact,0.6012463569641113,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,24,brain,other_artifact,0.47870925068855286,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,25,brain,other_artifact,0.7973438501358032,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,26,eye,other_artifact,0.5066570043563843,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,28,brain,other_artifact,0.4950049817562103,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,29,muscle,muscle,0.9728407859802246,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,30,other_artifact,other_artifact,0.4871649742126465,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,31,brain,other_artifact,0.8900241851806641,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,32,muscle,muscle,0.7938451170921326,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,33,brain,brain,0.5417954325675964,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,34,brain,brain,0.9314588308334351,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,35,eye,channel_noise,0.5204728841781616,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,37,brain,brain,0.5378885269165039,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,39,other_artifact,other_artifact,0.46786952018737793,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,40,muscle,muscle,0.8865629434585571,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,41,channel_noise,other_artifact,0.6135374307632446,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,45,channel_noise,other_artifact,0.538135290145874,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,46,brain,brain,0.7435293197631836,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,47,brain,other_artifact,0.8598673939704895,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,51,muscle,other_artifact,0.5593537092208862,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,52,other_artifact,other_artifact,0.46186578273773193,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,53,channel_noise,channel_noise,0.5684075951576233,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,54,other_artifact,other_artifact,0.4550507366657257,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,55,other_artifact,other_artifact,0.5309661626815796,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,57,other_artifact,other_artifact,0.46139803528785706,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,59,other_artifact,other_artifact,0.5204072594642639,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,60,muscle,muscle,0.9857828617095947,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,62,other_artifact,other_artifact,0.3712177574634552,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,63,channel_noise,channel_noise,0.7965460419654846,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,64,muscle,muscle,0.9829235076904297,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,65,other_artifact,other_artifact,0.996850848197937,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,66,other_artifact,other_artifact,0.6472131013870239,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,68,channel_noise,channel_noise,0.9538060426712036,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,69,muscle,muscle,0.8947994709014893,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,70,other_artifact,line_noise,0.33168479800224304,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,71,other_artifact,channel_noise,0.3916913568973541,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,72,other_artifact,other_artifact,0.7515966892242432,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,73,other_artifact,other_artifact,0.6297144293785095,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,74,other_artifact,brain,0.40144041180610657,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,75,channel_noise,channel_noise,0.5880231261253357,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,77,muscle,other_artifact,0.5035929083824158,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,79,other_artifact,other_artifact,0.4881170094013214,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,80,eye,other_artifact,0.7050735950469971,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,82,eye,other_artifact,0.6876329779624939,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,83,other_artifact,other_artifact,0.5248399376869202,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,84,muscle,brain,0.33629339933395386,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,85,muscle,other_artifact,0.5239582657814026,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,86,muscle,muscle,0.5580183863639832,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,87,eye,other_artifact,0.7337954044342041,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,88,other_artifact,brain,0.5777472853660583,MNE-ICLabel automated classification (no text reasoning available)
SavedFiles/0206_VDaudio_ICA.set,89,other_artifact,other_artifact,0.9131234288215637,MNE-ICLabel automated classification (no text reasoning available)
