set_path,component_index,true_label,predicted_label,confidence,reason
SavedFiles/0161_VD_audio_ICA.set,6,heart,heart,0.9,"Broad scalp distribution, clear ~1 Hz rhythmic deflections in time series, typical of cardiac artifact."
SavedFiles/0161_VD_audio_ICA.set,7,muscle,muscle,0.95,"Edge/lateral topography, flat/rising high-frequency spectrum, no alpha peak, time series is noisy."
SavedFiles/0161_VD_audio_ICA.set,8,eye,brain,0.85,"Frontal-central dipolar topography, 1/f spectrum with possible weak alpha, no artifact features."
SavedFiles/0161_VD_audio_ICA.set,9,eye,muscle,0.95,"Edge/lateral topography and a flat/rising high-frequency spectrum without an alpha peak. Time series is noisy, not slow deflections."
SavedFiles/0161_VD_audio_ICA.set,11,muscle,eye,0.95,"Frontal/periocular topography, low-frequency dominated spectrum, and large slow deflections in the time series."
SavedFiles/0161_VD_audio_ICA.set,12,muscle,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak, and no artifact-like time series."
SavedFiles/0161_VD_audio_ICA.set,13,muscle,eye,0.9,"Frontal focus, low-frequency dominated spectrum, and large slow deflections in the time series."
SavedFiles/0161_VD_audio_ICA.set,14,muscle,channel_noise,0.9,"Single focal spot in topography, flat/noisy spectrum, and erratic time series."
SavedFiles/0161_VD_audio_ICA.set,15,eye,muscle,0.95,Edge/lateral topography and a flat/rising high-frequency spectrum without an alpha peak.
SavedFiles/0161_VD_audio_ICA.set,16,heart,brain,0.85,"Central/parietal dipolar topography, 1/f spectrum with a possible alpha peak, and no artifact-like time series."
SavedFiles/0161_VD_audio_ICA.set,17,brain,brain,0.8,"Central dipolar topography, 1/f spectrum, and no clear artifact features."
SavedFiles/0161_VD_audio_ICA.set,18,eye,brain,0.85,"Central/parietal dipolar topography, 1/f spectrum, and no artifact-like time series."
SavedFiles/0161_VD_audio_ICA.set,19,muscle,brain,0.95,"Central dipolar topography, clear 1/f spectrum with alpha peak, clean time series."
SavedFiles/0161_VD_audio_ICA.set,20,muscle,eye,0.95,"Frontal/periocular topography, low-frequency dominated spectrum, large slow deflections in time series."
SavedFiles/0161_VD_audio_ICA.set,23,muscle,brain,0.9,"Central dipolar pattern, 1/f spectrum with alpha peak, typical brain-like time series."
SavedFiles/0161_VD_audio_ICA.set,24,brain,eye,0.95,"Frontal/edge topography, low-frequency spectrum, large slow deflections in time series."
SavedFiles/0161_VD_audio_ICA.set,25,eye,eye,0.95,"Frontal/edge topography, low-frequency spectrum, large slow deflections in time series."
SavedFiles/0161_VD_audio_ICA.set,26,muscle,brain,0.9,"Lateral dipolar pattern, 1/f spectrum with alpha peak, clean time series."
SavedFiles/0161_VD_audio_ICA.set,27,muscle,brain,0.9,"Central dipolar topography, 1/f spectrum with alpha peak, typical brain time series."
SavedFiles/0161_VD_audio_ICA.set,28,muscle,brain,0.9,"Central dipolar pattern, 1/f spectrum with alpha peak, clean time series."
SavedFiles/0161_VD_audio_ICA.set,29,muscle,brain,0.9,"Central dipolar pattern, 1/f spectrum with alpha peak, typical brain time series."
SavedFiles/0161_VD_audio_ICA.set,30,muscle,muscle,0.95,"Edge/lateral topography and a flat/rising high-frequency power spectrum without an alpha peak. Time series is noisy, consistent with muscle artifact."
SavedFiles/0161_VD_audio_ICA.set,31,muscle,muscle,0.95,"Edge/lateral topography and a flat/rising high-frequency spectrum, no clear alpha peak. Time series is noisy, typical for muscle."
SavedFiles/0161_VD_audio_ICA.set,32,muscle,muscle,0.9,"Edge/lateral topography and a flat/rising high-frequency spectrum, no clear alpha peak. Time series is noisy, consistent with muscle."
SavedFiles/0161_VD_audio_ICA.set,33,eye,eye,0.95,"Frontal/periocular topography, large slow deflections in the time series, and low-frequency dominated spectrum. Classic eye artifact."
SavedFiles/0161_VD_audio_ICA.set,34,muscle,eye,0.95,"Frontal/periocular topography, large slow deflections in the time series, and low-frequency dominated spectrum. Classic eye artifact."
SavedFiles/0161_VD_noaudio_ICA.set,0,eye,eye,1.0,"Frontal topography, large slow deflections in time series, low-frequency dominated spectrum."
SavedFiles/0161_VD_noaudio_ICA.set,1,heart,brain,0.95,"Central dipolar topography, clear alpha peak in spectrum, 1/f shape."
SavedFiles/0161_VD_noaudio_ICA.set,2,muscle,muscle,0.95,"Edge/lateral topography, flat/rising high-frequency spectrum, no alpha peak."
SavedFiles/0161_VD_noaudio_ICA.set,3,eye,brain,0.9,"Lateral dipolar topography, 1/f spectrum with alpha peak."
SavedFiles/0161_VD_noaudio_ICA.set,4,brain,brain,0.9,"Parietal dipolar topography, 1/f spectrum with alpha peak."
SavedFiles/0161_VD_noaudio_ICA.set,5,muscle,brain,0.85,"Central dipolar topography, 1/f spectrum with alpha/beta peaks."
SavedFiles/0161_VD_noaudio_ICA.set,6,brain,brain,0.9,"Central dipolar topography, 1/f spectrum with alpha peak."
SavedFiles/0161_VD_noaudio_ICA.set,7,brain,brain,0.9,"Lateral dipolar topography, 1/f spectrum with alpha peak."
SavedFiles/0161_VD_noaudio_ICA.set,8,brain,brain,0.9,"Central dipolar topography, 1/f spectrum with alpha peak."
SavedFiles/0161_VD_noaudio_ICA.set,9,muscle,brain,0.95,"Central dipolar topography, clear 1/f spectrum with a visible alpha peak around 10 Hz, time series is not dominated by slow or high-frequency noise."
SavedFiles/0161_VD_noaudio_ICA.set,10,muscle,brain,0.9,"Parietal dipolar topography, 1/f spectrum with a broad alpha peak, time series is clean without slow drifts or high-frequency noise."
SavedFiles/0161_VD_noaudio_ICA.set,11,heart,brain,0.85,"Lateral/temporal dipolar topography, 1/f spectrum with a visible alpha peak, time series is clean. Lateral alpha = brain, not muscle."
SavedFiles/0161_VD_noaudio_ICA.set,12,muscle,brain,0.95,"Central dipolar topography, clear 1/f spectrum with a strong alpha peak, time series is clean."
SavedFiles/0161_VD_noaudio_ICA.set,13,brain,brain,0.95,"Midline parietal dipolar topography, strong alpha peak in the spectrum, time series is clean."
SavedFiles/0161_VD_noaudio_ICA.set,15,eye,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak, time series is clean."
SavedFiles/0161_VD_noaudio_ICA.set,16,brain,brain,0.95,"Central dipolar topography, clear 1/f spectrum with a visible alpha peak, time series is clean."
SavedFiles/0161_VD_noaudio_ICA.set,17,muscle,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak, time series is clean."
SavedFiles/0161_VD_noaudio_ICA.set,18,muscle,channel_noise,0.95,"Highly focal topography (single sensor), flat/noisy spectrum, erratic time series. Classic channel noise."
SavedFiles/0161_VD_noaudio_ICA.set,19,muscle,muscle,0.95,Edge/lateralized topography and a rising high-frequency power spectrum without a clear alpha peak.
SavedFiles/0161_VD_noaudio_ICA.set,20,muscle,muscle,0.95,Edge/lateralized topography and a rising high-frequency power spectrum without a clear alpha peak.
SavedFiles/0161_VD_noaudio_ICA.set,21,muscle,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak around 10 Hz."
SavedFiles/0161_VD_noaudio_ICA.set,22,channel,eye,1.0,"Frontal topography, large slow deflection in time series, and low-frequency dominated spectrum."
SavedFiles/0161_VD_noaudio_ICA.set,23,muscle,muscle,0.95,Edge/lateralized topography and a rising high-frequency power spectrum without a clear alpha peak.
SavedFiles/0161_VD_noaudio_ICA.set,24,muscle,muscle,0.95,Edge/lateralized topography and a rising high-frequency power spectrum without a clear alpha peak.
SavedFiles/0161_VD_noaudio_ICA.set,25,brain,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak around 10 Hz."
SavedFiles/0161_VD_noaudio_ICA.set,26,muscle,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak around 10 Hz."
SavedFiles/0161_VD_noaudio_ICA.set,27,other,brain,0.9,"Central/parietal dipolar topography, 1/f spectrum with a visible alpha peak around 10 Hz."
SavedFiles/0161_VD_noaudio_ICA.set,28,channel,brain,0.9,"Dipolar, lateral/temporal topography, clear 1/f spectrum with possible alpha peak, no high-frequency muscle activity."
SavedFiles/0161_VD_noaudio_ICA.set,29,channel,brain,0.9,"Dipolar, central/parietal topography, 1/f spectrum with possible alpha, no muscle or eye artifact features."
SavedFiles/0161_VD_noaudio_ICA.set,30,muscle,muscle,0.95,"Edge/lateralized topography and rising/flat high-frequency spectrum, no alpha peak, consistent with muscle artifact."
SavedFiles/0161_VD_noaudio_ICA.set,31,muscle,eye,0.95,"Frontal/periocular topography, large slow deflection in time series, low-frequency dominated spectrum."
SavedFiles/0161_VD_noaudio_ICA.set,32,muscle,muscle,0.95,"Edge/lateralized topography and flat/rising high-frequency spectrum, no alpha peak, consistent with muscle artifact."
SavedFiles/0161_VD_noaudio_ICA.set,33,eye,muscle,0.95,"Edge/lateralized topography and flat/rising high-frequency spectrum, no alpha peak, consistent with muscle artifact."
SavedFiles/0206_VDaudio_ICA.set,0,eye,brain,0.95,"Central dipolar topography, clear 1/f spectrum with an alpha peak around 10 Hz, no artifact features."
SavedFiles/0206_VDaudio_ICA.set,1,heart,eye,0.95,"Frontal/periocular topography, large slow deflections in time series, low-frequency dominated spectrum."
SavedFiles/0206_VDaudio_ICA.set,2,heart,eye,0.95,"Frontal focus, slow large deflections in time series, low-frequency dominated spectrum."
SavedFiles/0206_VDaudio_ICA.set,3,eye,eye,0.95,"Frontal focus, very large slow deflections in time series, low-frequency dominated spectrum."
SavedFiles/0206_VDaudio_ICA.set,4,eye,eye,0.95,"Frontal/periocular topography, slow large deflections in time series, low-frequency dominated spectrum."
SavedFiles/0206_VDaudio_ICA.set,5,brain,muscle,0.95,"Edge/lateral topography, flat/rising high-frequency spectrum, no alpha peak, time series is noisy."
SavedFiles/0206_VDaudio_ICA.set,6,brain,brain,0.9,"Central dipolar topography, 1/f spectrum with a possible weak alpha peak, no artifact features."
SavedFiles/0206_VDaudio_ICA.set,7,brain,line_noise,0.95,"Narrow sharp peak at 50 Hz in the spectrum, topography not relevant."
SavedFiles/0206_VDaudio_ICA.set,8,muscle,muscle,0.95,"Edge/lateral topography, flat/rising high-frequency spectrum, no alpha peak, time series is noisy."
SavedFiles/0206_VDaudio_ICA.set,9,brain,brain,0.95,"Central dipolar topography, clear alpha peak (~10Hz) in spectrum, 1/f shape, time series looks neural."
SavedFiles/0206_VDaudio_ICA.set,11,muscle,brain,0.9,"Central dipolar topography, 1/f spectrum with a small alpha peak, time series is neural-like."
SavedFiles/0206_VDaudio_ICA.set,12,brain,brain,0.95,"Lateral/temporal dipolar topography, clear alpha peak, 1/f spectrum, time series is neural."
SavedFiles/0206_VDaudio_ICA.set,13,brain,brain,0.95,"Central dipolar topography, strong alpha peak, 1/f spectrum, neural time series."
SavedFiles/0206_VDaudio_ICA.set,14,brain,brain,0.95,"Lateral/temporal dipolar topography, alpha peak, 1/f spectrum, neural time series."
SavedFiles/0206_VDaudio_ICA.set,15,muscle,brain,0.9,"Central dipolar topography, alpha peak, 1/f spectrum, neural time series."
SavedFiles/0206_VDaudio_ICA.set,16,brain,brain,0.95,"Lateral/temporal dipolar topography, alpha peak, 1/f spectrum, neural time series."
SavedFiles/0206_VDaudio_ICA.set,17,brain,eye,0.85,"Frontal focus, slow large deflections in time series, low-frequency dominated spectrum."
SavedFiles/0206_VDaudio_ICA.set,18,brain,brain,0.95,"Lateral/temporal dipolar topography, alpha peak, 1/f spectrum, neural time series."
SavedFiles/0206_VDaudio_ICA.set,21,eye,brain,0.95,"Dipolar, lateral/temporal topography with clear alpha peak (~10Hz) and 1/f spectrum. No muscle-like high-frequency rise."
SavedFiles/0206_VDaudio_ICA.set,22,brain,brain,0.9,"Central dipolar pattern, 1/f spectrum with alpha peak. No muscle or eye features."
SavedFiles/0206_VDaudio_ICA.set,23,brain,brain,0.9,"Central/parietal dipolar topography, 1/f spectrum with alpha peak. No artifact features."
SavedFiles/0206_VDaudio_ICA.set,24,brain,brain,0.9,"Central dipolar topography, 1/f spectrum with alpha peak. No muscle or eye features."
SavedFiles/0206_VDaudio_ICA.set,25,brain,brain,0.95,"Lateral/temporal dipolar topography, clear alpha peak, 1/f spectrum. Not muscle (alpha present)."
SavedFiles/0206_VDaudio_ICA.set,26,eye,eye,0.95,"Frontal/periocular topography, low-frequency dominated spectrum, large slow deflections in time series. Classic eye artifact."
SavedFiles/0206_VDaudio_ICA.set,28,brain,brain,0.9,"Central dipolar topography, 1/f spectrum with alpha peak. No artifact features."
SavedFiles/0206_VDaudio_ICA.set,29,muscle,brain,0.9,"Central/parietal dipolar topography, 1/f spectrum with alpha peak. No artifact features."
SavedFiles/0206_VDaudio_ICA.set,30,other,brain,0.95,"Lateral/temporal dipolar topography, clear alpha peak, 1/f spectrum. Not muscle (alpha present)."
SavedFiles/0206_VDaudio_ICA.set,31,brain,brain,0.95,"Central dipolar topography, clear 1/f spectrum with alpha peak (~10Hz), clean time series."
SavedFiles/0206_VDaudio_ICA.set,32,muscle,muscle,0.95,"Edge/lateral topography, flat/rising high-frequency spectrum, no alpha peak, noisy time series."
SavedFiles/0206_VDaudio_ICA.set,33,brain,brain,0.9,"Central dipolar topography, 1/f spectrum with alpha peak, clean time series."
SavedFiles/0206_VDaudio_ICA.set,34,brain,brain,0.9,"Central dipolar topography, 1/f spectrum with alpha peak, clean time series."
SavedFiles/0206_VDaudio_ICA.set,35,eye,eye,0.98,"Frontal/periocular topography, large slow deflections in time series, low-frequency dominated spectrum."
SavedFiles/0206_VDaudio_ICA.set,37,brain,muscle,0.95,"Edge/lateral topography, flat/rising high-frequency spectrum, no alpha peak."
SavedFiles/0206_VDaudio_ICA.set,39,other,eye,0.98,"Frontal/periocular topography, large slow deflections in time series, low-frequency dominated spectrum."
SavedFiles/0206_VDaudio_ICA.set,40,muscle,channel_noise,0.95,"Single focal spot, flat/noisy spectrum, erratic time series."
SavedFiles/0206_VDaudio_ICA.set,41,channel,channel_noise,0.95,"Single focal spot, flat/noisy spectrum, erratic time series."
SavedFiles/0206_VDaudio_ICA.set,45,channel,muscle,0.95,Edge/lateral topography and a flat/rising high-frequency spectrum without a clear alpha peak. Time series is noisy/erratic.
SavedFiles/0206_VDaudio_ICA.set,46,brain,eye,0.95,"Very frontal topography, low-frequency dominated spectrum, and large slow deflections in the time series. Classic eye artifact."
SavedFiles/0206_VDaudio_ICA.set,47,brain,muscle,0.9,Edge/lateral topography and a flat/rising high-frequency spectrum without a clear alpha peak. Time series is noisy/erratic.
SavedFiles/0206_VDaudio_ICA.set,51,muscle,brain,0.85,"Central dipolar topography, 1/f spectrum with a possible alpha peak, and no artifact features. Time series is not erratic."
SavedFiles/0206_VDaudio_ICA.set,52,other,muscle,0.95,Edge/lateral topography and a flat/rising high-frequency spectrum without a clear alpha peak. Time series is noisy/erratic.
SavedFiles/0206_VDaudio_ICA.set,53,channel,brain,0.8,"Central dipolar topography, 1/f spectrum with a possible alpha peak, and no artifact features. Time series is not erratic."
SavedFiles/0206_VDaudio_ICA.set,54,other,brain,0.8,"Central dipolar topography, 1/f spectrum with a possible alpha peak, and no artifact features. Time series is not erratic."
SavedFiles/0206_VDaudio_ICA.set,55,other,eye,0.9,"Frontal topography, low-frequency dominated spectrum, and large slow deflections in the time series. Classic eye artifact."
SavedFiles/0206_VDaudio_ICA.set,57,other,brain,0.8,"Central dipolar topography, 1/f spectrum with a possible alpha peak, and no artifact features. Time series is not erratic."
SavedFiles/0206_VDaudio_ICA.set,59,other,muscle,0.95,Edge/lateral topography and a flat/rising high-frequency spectrum with no clear alpha peak; classic muscle artifact.
SavedFiles/0206_VDaudio_ICA.set,60,muscle,brain,0.85,"Central dipolar topography, 1/f spectrum with a possible alpha peak; typical of brain activity."
SavedFiles/0206_VDaudio_ICA.set,62,other,muscle,0.95,"Edge/lateral topography and a flat/rising high-frequency spectrum; no alpha peak, consistent with muscle artifact."
SavedFiles/0206_VDaudio_ICA.set,63,channel,eye,0.95,"Frontal topography, large slow deflections in time series, and low-frequency dominated spectrum; classic eye artifact."
SavedFiles/0206_VDaudio_ICA.set,64,muscle,muscle,0.95,"Edge/lateral topography and a flat/rising high-frequency spectrum; no alpha peak, consistent with muscle artifact."
SavedFiles/0206_VDaudio_ICA.set,65,other,muscle,0.95,"Edge/lateral topography and a flat/rising high-frequency spectrum; no alpha peak, consistent with muscle artifact."
SavedFiles/0206_VDaudio_ICA.set,66,other,brain,0.85,"Central dipolar topography, 1/f spectrum with possible alpha peak; typical of brain activity."
SavedFiles/0206_VDaudio_ICA.set,68,channel,brain,0.85,"Central dipolar topography, 1/f spectrum with possible alpha peak; typical of brain activity."
SavedFiles/0206_VDaudio_ICA.set,69,muscle,muscle,0.95,"Edge/lateral topography and a flat/rising high-frequency spectrum; no alpha peak, consistent with muscle artifact."
SavedFiles/0206_VDaudio_ICA.set,70,other,muscle,0.95,Edge/lateralized topography and a flat/rising high-frequency spectrum without an alpha peak.
SavedFiles/0206_VDaudio_ICA.set,71,other,brain,0.9,"Central dipolar topography, clear 1/f spectrum with an alpha peak around 10Hz."
SavedFiles/0206_VDaudio_ICA.set,72,other,muscle,0.95,Edge/lateralized topography and a flat/rising high-frequency spectrum without an alpha peak.
SavedFiles/0206_VDaudio_ICA.set,73,other,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak."
SavedFiles/0206_VDaudio_ICA.set,74,other,eye,0.95,"Frontal/periocular topography, low-frequency dominated spectrum, and large slow deflections in the time series."
SavedFiles/0206_VDaudio_ICA.set,75,channel,brain,0.9,"Central dipolar topography, 1/f spectrum, and alpha peak."
SavedFiles/0206_VDaudio_ICA.set,77,muscle,muscle,0.95,Edge/lateralized topography and a flat/rising high-frequency spectrum without an alpha peak.
SavedFiles/0206_VDaudio_ICA.set,79,other,brain,0.9,"Central dipolar topography, 1/f spectrum, and alpha peak."
SavedFiles/0206_VDaudio_ICA.set,80,eye,muscle,0.95,Edge/lateralized topography and a flat/rising high-frequency spectrum without an alpha peak.
SavedFiles/0206_VDaudio_ICA.set,82,eye,eye,0.95,"Frontal/periocular topography, large slow deflection in time series, low-frequency dominated spectrum."
SavedFiles/0206_VDaudio_ICA.set,83,other,brain,0.9,"Central dipolar topography, clear alpha peak in spectrum, 1/f shape."
SavedFiles/0206_VDaudio_ICA.set,84,muscle,brain,0.85,"Parietal dipolar topography, alpha peak in spectrum, 1/f shape."
