set_path,component_index,true_label_norm,predicted_label,confidence,reason
SavedFiles/0137_VDAudio_ICA.set,33,muscle,muscle,0.68,"Focal frontal/temporal edge activity with a noisy, spiky trace and relatively elevated broad high-frequency spectral power."
SavedFiles/0137_VDAudio_ICA.set,34,muscle,muscle,0.7,"Localized right frontal/temporal pattern, irregular bursty time course, and flattened/rising higher-frequency spectrum indicate muscle activity."
SavedFiles/0137_VDAudio_ICA.set,36,eye,eye,0.86,Anterior-posterior ocular gradient together with large slow wave-like/saccade-like activity and dominant low-frequency power.
SavedFiles/0137_VDAudio_ICA.set,37,brain,brain,0.58,"Broad smooth anterior-central distribution with a generally 1/f-decreasing spectrum; activity lacks a clear blink, ECG, or narrow line-noise signature."
SavedFiles/0137_VDAudio_ICA.set,38,brain,other_artifact,0.54,"Topology is irregular with a focal lateral feature and diffuse frontal field, while the noisy activity and spectrum do not clearly establish a specific artifact class."
SavedFiles/0137_VDAudio_ICA.set,39,muscle,channel_noise,0.82,Scalp map is dominated by a very compact isolated right-central electrode-like island with little smooth spatial falloff.
SavedFiles/0137_VDAudio_ICA.set,40,muscle,muscle,0.78,"Focal right-temporal edge distribution, erratic sharp transients, and a relatively flat-to-rising high-frequency spectrum support muscle activity."
SavedFiles/0137_VDAudio_ICA.set,42,muscle,muscle,0.75,Highly focal right-frontal/temporal source with sharp transient activity and pronounced elevated high-frequency spectral power.
SavedFiles/0137_VDAudio_ICA.set,43,muscle,muscle,0.72,Edge-focused left frontal/temporal multipolar map and bursty irregular activity are more consistent with muscle than brain or an isolated bad channel.
SavedFiles/0137_VDAudio_ICA.set,44,muscle,muscle,0.74,"Inferior posterior edge-focused focal map with a conspicuous burst of rapid, high-amplitude activity suggests neck or posterior muscle artifact."
SavedFiles/0137_VDAudio_ICA.set,45,muscle,muscle,0.69,Focal inferior-right edge distribution and intermittent high-frequency bursty time series favor muscle artifact.
SavedFiles/0137_VDAudio_ICA.set,46,brain,brain,0.62,"Broad, smooth frontal-versus-central dipolar pattern and a clear 1/f-like spectrum are compatible with a neural component despite noisy time-series segments."
SavedFiles/0137_VDAudio_ICA.set,50,muscle,muscle,0.86,Right temporal edge-focused dipole with erratic high-frequency activity and a relatively flat elevated high-frequency spectrum.
SavedFiles/0137_VDAudio_ICA.set,51,other_artifact,eye,0.93,Frontal/periocular distribution plus large slow blink-like deflections and strongly low-frequency-dominant spectrum.
SavedFiles/0137_VDAudio_ICA.set,53,channel_noise,other_artifact,0.68,"Focal inferior-central, non-plausible topology with irregular slow transients; spectrum is low-frequency weighted but does not cleanly support eye or brain."
SavedFiles/0137_VDAudio_ICA.set,54,other_artifact,eye,0.84,"Strong anterior edge distribution with large abrupt slow deflections and predominantly low-frequency power, consistent with ocular activity."
SavedFiles/0137_VDAudio_ICA.set,56,other_artifact,muscle,0.9,"Left temporal edge focus, highly erratic activity, and several prominent higher-frequency spectral peaks support localized muscle artifact."
SavedFiles/0137_VDAudio_ICA.set,58,muscle,muscle,0.84,"Anterior focal/edge distribution with noisy, bursty time series and weakly decaying high-frequency spectrum."
SavedFiles/0137_VDAudio_ICA.set,59,muscle,muscle,0.8,Focal left frontal/temporal pattern with irregular spiky activity and appreciable broad high-frequency power.
SavedFiles/0137_VDAudio_ICA.set,61,brain,other_artifact,0.7,"Broad non-dipolar peripheral gradient and noisy activity without a decisive ocular, cardiac, line-noise, or muscle spectral signature."
SavedFiles/0137_VDAudio_ICA.set,62,muscle,muscle,0.82,Focal left anterior/temporal source with noisy activity and a spectrum that rises again at higher frequencies.
SavedFiles/0137_VDAudio_ICA.set,63,muscle,other_artifact,0.62,"Irregular, splotchy frontal topography and noisy activity lack a clear dipole, blink pattern, isolated-channel island, or high-frequency muscle signature; spectrum is broadly 1/f-like."
SavedFiles/0137_VDAudio_ICA.set,65,eye,eye,0.79,Broad anterior/frontal positivity with posterior-lateral opposite polarity and strongly low-frequency-dominant spectrum support an ocular source.
SavedFiles/0137_VDAudio_ICA.set,66,muscle,channel_noise,0.83,"Topography is dominated by a sharply localized right-frontal electrode-scale hotspot with adjacent opposite polarity, while the time series contains abrupt extreme transients."
SavedFiles/0137_VDAudio_ICA.set,69,brain,eye,0.77,Strong frontal/periocular left-right polarity pattern together with low-frequency-dominant power and large irregular deflections is most consistent with eye movement artifact.
SavedFiles/0161_VD_audio_ICA.set,0,eye,eye,0.95,Strong bilateral frontal distribution with large slow blink-like deflections and low-frequency-dominant spectrum.
SavedFiles/0161_VD_audio_ICA.set,1,eye,eye,0.94,Clear left-right frontal polarity with large slow transient/step-like activity and steep low-frequency spectrum.
SavedFiles/0161_VD_audio_ICA.set,2,eye,eye,0.86,Anterior frontal map and predominantly low-frequency power support an ocular source despite noisier activity.
SavedFiles/0161_VD_audio_ICA.set,3,brain,other_artifact,0.56,"Anterior-posterior pattern and irregular activity are not convincingly brain-, eye-, or muscle-specific; spectrum is broadly 1/f-like."
SavedFiles/0161_VD_audio_ICA.set,4,brain,brain,0.68,Broad smooth central/posterior dipolar topography with a decaying 1/f-like spectrum and no decisive artifact signature.
SavedFiles/0161_VD_audio_ICA.set,5,muscle,muscle,0.96,"Focal temporal/edge distribution, erratic high-frequency activity, and a flat-to-rising high-frequency spectrum indicate muscle."
SavedFiles/0161_VD_audio_ICA.set,6,heart,heart,0.98,Regular sharp QRS-like deflections at roughly one-second intervals are decisive for cardiac artifact.
SavedFiles/0161_VD_audio_ICA.set,7,muscle,muscle,0.91,"Bursty irregular high-frequency activity, locally edge-focused map, and strong broad high-frequency spectral power indicate muscle."
SavedFiles/0161_VD_audio_ICA.set,8,eye,eye,0.91,Prominent frontal/periocular distribution with large slow transient activity and low-frequency-dominant spectrum.
SavedFiles/0161_VD_audio_ICA.set,9,eye,eye,0.87,Strong bilateral frontal/periocular map with low-frequency-dominant spectrum and intermittent large slow activity.
SavedFiles/0161_VD_audio_ICA.set,11,muscle,muscle,0.82,Focal right temporal/edge dipole with erratic high-frequency activity and relatively elevated broadband higher-frequency power.
SavedFiles/0161_VD_audio_ICA.set,12,muscle,muscle,0.84,"Right frontotemporal focality, noisy spiky activity, and broad high-frequency spectral elevation support muscle artifact."
SavedFiles/0161_VD_audio_ICA.set,13,muscle,muscle,0.86,Localized right frontal/temporal edge source with bursty spiky time course and non-1/f broadband spectrum.
SavedFiles/0161_VD_audio_ICA.set,14,muscle,muscle,0.78,Very focal lateral scalp activity and irregular bursty signal with substantial higher-frequency power; not an unequivocal isolated electrode.
SavedFiles/0161_VD_audio_ICA.set,15,eye,eye,0.91,Classic broad bilateral frontal topography with low-frequency-dominant spectrum and transient slow deflections.
SavedFiles/0161_VD_audio_ICA.set,16,heart,heart,0.95,"Broad anterior-posterior gradient plus repeated, highly regular sharp QRS-like deflections in the time series."
SavedFiles/0161_VD_audio_ICA.set,17,brain,other_artifact,0.58,"Mixed asymmetric frontal/lateral map and noisy activity without a decisive blink, muscle-spectrum, line-noise, or isolated-channel signature."
SavedFiles/0161_VD_audio_ICA.set,18,eye,eye,0.84,Anterior-posterior frontal/periocular distribution with predominantly low-frequency power and large slow irregular deflections.
SavedFiles/0161_VD_audio_ICA.set,19,muscle,muscle,0.78,Focal inferior-right edge dipole with irregular high-frequency activity and a relatively flat higher-frequency spectrum supports localized muscle activity.
SavedFiles/0161_VD_audio_ICA.set,20,muscle,muscle,0.82,"Right frontal/temporal edge-focused source, erratic spiky activity, and substantial higher-frequency spectral power favor muscle over eye."
SavedFiles/0161_VD_audio_ICA.set,23,muscle,muscle,0.76,"Very focal right anterior-temporal dipolar pattern with noisy, bursty time series and elevated high-frequency spectrum is most consistent with muscle."
SavedFiles/0161_VD_audio_ICA.set,24,brain,eye,0.79,Broad bilateral frontal-to-inferior scalp gradient and strongly low-frequency-dominant spectrum indicate an ocular component despite noisy activity.
SavedFiles/0161_VD_audio_ICA.set,25,eye,eye,0.84,Large anterior frontal field with bilateral temporal polarity and steep low-frequency spectral dominance strongly supports eye artifact.
SavedFiles/0161_VD_audio_ICA.set,26,muscle,muscle,0.81,"Localized right temporal/auricular dipole, irregular fast activity, and relatively raised high-frequency power are characteristic of temporal muscle."
SavedFiles/0161_VD_audio_ICA.set,27,muscle,muscle,0.7,"Small right lateral focal dipolar source with erratic bursty activity and non-clean 1/f spectrum favors muscle, though confidence is moderate."
SavedFiles/0161_VD_audio_ICA.set,28,muscle,eye,0.73,Anterior-right frontal topography plus prominent slow deflections and low-frequency-dominant spectrum support an ocular artifact.
SavedFiles/0161_VD_audio_ICA.set,29,muscle,eye,0.75,"Broad left frontal/periocular distribution and slow, low-frequency-dominant activity are most consistent with eye movement artifact."
SavedFiles/0161_VD_audio_ICA.set,30,muscle,channel_noise,0.95,Topography is dominated by a tiny isolated right-temporal electrode island with no meaningful smooth opposing field; activity is erratic.
SavedFiles/0161_VD_audio_ICA.set,31,muscle,channel_noise,0.95,"A sharply isolated left-temporal electrode focus dominates the scalp map, consistent with a single bad channel rather than a distributed source."
SavedFiles/0161_VD_audio_ICA.set,32,muscle,channel_noise,0.93,The scalp map shows an unmistakable compact isolated right-lateral electrode island; the noisy activity supports channel-specific contamination.
SavedFiles/0161_VD_audio_ICA.set,33,eye,eye,0.96,"Strong bilateral frontal/periocular scalp distribution combines with large slow stereotyped deflections and low-frequency-dominant spectrum, characteristic of blinks."
SavedFiles/0161_VD_audio_ICA.set,34,muscle,brain,0.68,Posterior occipital distribution has a spatially extended opposing field and the spectrum is broadly 1/f-like without high-frequency muscle or line-noise dominance.
SavedFiles/0161_VD_noaudio_ICA.set,0,eye,eye,0.96,Strong bilateral frontal/periocular map with large slow blink-like deflections and dominant low-frequency power.
SavedFiles/0161_VD_noaudio_ICA.set,1,heart,other_artifact,0.62,"Broad non-focal gradient but intermittent sharp transients and splotchy segments do not fit a clear neural, eye, or cardiac pattern."
SavedFiles/0161_VD_noaudio_ICA.set,2,muscle,channel_noise,0.76,"Topography is dominated by a very focal inferior-right electrode-like island, with erratic high-frequency activity."
SavedFiles/0161_VD_noaudio_ICA.set,3,eye,brain,0.6,Reasonably smooth dipolar scalp distribution and predominantly 1/f spectrum; activity lacks decisive ocular or muscle features.
SavedFiles/0161_VD_noaudio_ICA.set,4,brain,brain,0.66,Smooth posterior-central focal map and declining 1/f-like spectrum support a neural component despite somewhat irregular activity.
SavedFiles/0161_VD_noaudio_ICA.set,5,muscle,muscle,0.86,"Focal right temporal/edge topography, erratic fast activity, and high-frequency spectral rise are characteristic of muscle."
SavedFiles/0161_VD_noaudio_ICA.set,6,brain,other_artifact,0.68,"Radial, non-dipolar central map with noisy irregular activity and no distinctive spectral or temporal signature."
SavedFiles/0161_VD_noaudio_ICA.set,7,brain,other_artifact,0.7,Symmetric central splotchy/non-dipolar topography and irregular broadband-looking activity do not support a clear source class.
SavedFiles/0161_VD_noaudio_ICA.set,8,brain,brain,0.56,Smooth lateralized dipolar scalp map with a broadly declining spectrum is more compatible with brain than a specific artifact.
SavedFiles/0161_VD_noaudio_ICA.set,9,muscle,brain,0.78,"Smooth posterior midline dipolar map with a 1/f-like spectrum and no blink, QRS, or high-frequency burst signature."
SavedFiles/0161_VD_noaudio_ICA.set,10,muscle,brain,0.72,Broad posterior dipolar distribution and predominantly low-frequency/1/f spectral profile; activity is not clearly ocular or muscular.
SavedFiles/0161_VD_noaudio_ICA.set,11,heart,brain,0.7,"Broad, smooth diagonal scalp gradient with decaying spectrum and no decisive cardiac, line-noise, or muscle pattern."
SavedFiles/0161_VD_noaudio_ICA.set,12,muscle,muscle,0.78,Right frontal/temporal focal opposing-pole map plus erratic activity and a spectrum that rises again toward higher frequencies.
SavedFiles/0161_VD_noaudio_ICA.set,13,brain,eye,0.85,"Strong broad frontal midline distribution with posterior opposite polarity and low-frequency-dominant spectral activity, consistent with vertical ocular activity."
SavedFiles/0161_VD_noaudio_ICA.set,15,eye,eye,0.68,"Anterior edge-focused scalp map and large slow, irregular deflections with predominantly low-frequency power support an ocular source."
SavedFiles/0161_VD_noaudio_ICA.set,16,brain,brain,0.74,Plausible smooth lateral temporal dipole and a clear 1/f-like spectrum without a dominant high-frequency or ocular signature.
SavedFiles/0161_VD_noaudio_ICA.set,17,muscle,other_artifact,0.7,"Highly edge-localized frontal source with mixed slow/bursty activity and a noncanonical spectrum; evidence is insufficiently clear for eye, muscle, or channel noise."
SavedFiles/0161_VD_noaudio_ICA.set,18,muscle,muscle,0.75,"Small right frontal focal opposing-pole pattern with spiky activity and a high-frequency-upturning spectrum, consistent with focal facial muscle artifact."
SavedFiles/0161_VD_noaudio_ICA.set,19,muscle,muscle,0.68,Right frontal edge-focused map with irregular spiky activity and a relatively flat higher-frequency spectral tail.
SavedFiles/0161_VD_noaudio_ICA.set,20,muscle,channel_noise,0.96,"Topography is dominated by an unmistakable tiny isolated right-temporal electrode island, with otherwise noisy activity."
SavedFiles/0161_VD_noaudio_ICA.set,21,muscle,muscle,0.64,"Very focal lateral temporal dipole with erratic activity and broadband spectral content, fitting local muscle better than brain."
SavedFiles/0161_VD_noaudio_ICA.set,22,channel_noise,channel_noise,0.91,A sharply localized single-site right-temporal map and an isolated large transient strongly indicate a bad channel.
SavedFiles/0161_VD_noaudio_ICA.set,23,muscle,muscle,0.74,"Right frontal/temporal edge distribution, noisy high-rate activity, and elevated broadband higher-frequency tail support muscle artifact."
SavedFiles/0161_VD_noaudio_ICA.set,24,muscle,channel_noise,0.95,The compact upper-right scalp island is an unambiguous isolated-electrode pattern.
SavedFiles/0161_VD_noaudio_ICA.set,25,brain,other_artifact,0.56,"Broad nonstandard anterior-central distribution and noisy activity lack a clear blink, cardiac, muscle-spectrum, or plausible brain signature."
SavedFiles/0161_VD_noaudio_ICA.set,26,muscle,muscle,0.79,Strong lateral inferior edge dipole with irregular noisy activity and broad high-frequency power is characteristic of temporal/jaw muscle.
SavedFiles/0161_VD_noaudio_ICA.set,27,other_artifact,muscle,0.71,Lateral edge-focused map and persistently erratic broadband activity favor muscle artifact over a cortical source.
SavedFiles/0161_VD_noaudio_ICA.set,28,channel_noise,channel_noise,0.84,Topography is dominated by a very focal right-lateral single-electrode island; activity is irregular without a coherent physiological rhythm.
SavedFiles/0161_VD_noaudio_ICA.set,29,channel_noise,channel_noise,0.86,"Sharp, isolated left-inferior edge focus with minimal smooth spatial spread strongly indicates a bad channel despite the low-frequency spectrum."
SavedFiles/0161_VD_noaudio_ICA.set,30,muscle,muscle,0.82,"Right-frontal/temporal edge focus, erratic activity, noisy segment image, and a spectrum that rises again at higher frequencies support muscle artifact."
SavedFiles/0161_VD_noaudio_ICA.set,31,muscle,muscle,0.79,Anterior edge-localized source with a large abrupt transient and elevated high-frequency spectral tail is more consistent with muscle than brain or eye.
SavedFiles/0161_VD_noaudio_ICA.set,32,muscle,channel_noise,0.88,"The scalp map shows an unmistakably compact isolated left-lateral electrode island, with highly irregular spiky activity and no plausible dipolar field."
SavedFiles/0161_VD_noaudio_ICA.set,33,eye,eye,0.8,Broad frontal maximum combined with dominant low-frequency power and large slow deflections supports an ocular component.
SavedFiles/0206_VDaudio_ICA.set,0,eye,eye,0.98,Strong bilateral frontal/periocular topography with large slow blink-like deflections and steep low-frequency-dominant spectrum.
SavedFiles/0206_VDaudio_ICA.set,1,heart,heart,0.96,Regular sharp QRS-like transients recur at a cardiac-rate rhythm; broad anterior-posterior scalp gradient is compatible with cardiac field.
SavedFiles/0206_VDaudio_ICA.set,2,heart,heart,0.97,"Highly regular, repeating narrow deflections in the time series and repeated segment-image events are decisive cardiac evidence."
SavedFiles/0206_VDaudio_ICA.set,3,eye,eye,0.88,"Anterior/right-frontal focality accompanies large slow stereotyped deflections and predominantly low-frequency power, consistent with ocular activity."
SavedFiles/0206_VDaudio_ICA.set,4,eye,brain,0.62,"Broad, smooth central-frontal dipolar-looking distribution and decaying 1/f-like spectrum fit neural activity, though the time series is somewhat noisy."
SavedFiles/0206_VDaudio_ICA.set,5,brain,brain,0.58,Smooth broad frontal-to-central/posterior opposing field and generally decreasing spectrum are more consistent with a brain component than a focal artifact.
SavedFiles/0206_VDaudio_ICA.set,6,brain,muscle,0.72,Erratic high-frequency activity with an edge/frontal focal map and weakly structured segment image favors muscle artifact.
SavedFiles/0206_VDaudio_ICA.set,7,brain,muscle,0.86,Localized temporal/edge topography with dense rapid spiky activity and broad high-frequency-looking noise supports muscle artifact.
SavedFiles/0206_VDaudio_ICA.set,8,muscle,muscle,0.91,"Sustained dense high-frequency activity, diffuse noisy segment image, and relatively flat high-frequency spectrum strongly indicate muscle artifact."
SavedFiles/0206_VDaudio_ICA.set,9,brain,brain,0.58,Smooth central scalp field with a broadly 1/f-like spectrum; activity is noisy but lacks decisive artifact structure.
SavedFiles/0206_VDaudio_ICA.set,11,muscle,brain,0.55,"Posterior focal field with smooth spatial spread and declining spectrum, without clear eye, line, or muscle signature."
SavedFiles/0206_VDaudio_ICA.set,12,brain,brain,0.82,Clear left-right dipolar temporal distribution and a broadly declining neural-like spectrum.
SavedFiles/0206_VDaudio_ICA.set,13,brain,brain,0.56,"Localized frontal-central dipolar-looking map and no convincing blink, saccade, or high-frequency muscle profile."
SavedFiles/0206_VDaudio_ICA.set,14,brain,brain,0.61,Broad asymmetric dipolar scalp distribution with 1/f-like spectral decline and no decisive artifact cue.
SavedFiles/0206_VDaudio_ICA.set,15,muscle,muscle,0.68,"Inferior edge-focused source with dense, erratic high-frequency-looking activity, more consistent with neck/jaw muscle than brain."
SavedFiles/0206_VDaudio_ICA.set,16,brain,brain,0.63,Smooth anterior-to-central dipolar topography and broadly declining spectrum; no clear ocular step or blink waveform.
SavedFiles/0206_VDaudio_ICA.set,17,brain,other_artifact,0.54,Strong focal posterior-central map and intermittent sharp activity do not form a convincing brain dipole or isolated-channel pattern.
SavedFiles/0206_VDaudio_ICA.set,18,brain,other_artifact,0.52,"Anterior-central focal field with mixed lateral activity, but time course lacks clear blink/saccade structure and spectrum is nonspecific."
SavedFiles/0206_VDaudio_ICA.set,21,eye,other_artifact,0.62,Focal right-frontal map is not a convincing dipole; activity is irregular and spectrum is broadly 1/f-like without a decisive artifact signature.
SavedFiles/0206_VDaudio_ICA.set,22,brain,brain,0.66,"Broad central/frontocentral dipolar distribution with a declining spectrum and no clear blink, line, or muscle pattern."
SavedFiles/0206_VDaudio_ICA.set,23,brain,brain,0.61,"Plausible asymmetric frontocentral dipolar map and generally declining spectrum, without clear ocular slow transients or high-frequency muscle dominance."
SavedFiles/0206_VDaudio_ICA.set,24,brain,eye,0.72,Strong bilateral frontal/periocular field with opposite central polarity supports an ocular source despite the relatively irregular displayed segment.
SavedFiles/0206_VDaudio_ICA.set,25,brain,muscle,0.67,Right lateral temporal/edge-focused source with erratic spiky activity and relatively elevated broad mid-to-high-frequency power.
SavedFiles/0206_VDaudio_ICA.set,26,eye,eye,0.82,Clear opposing left-right frontal polarity and large slow deflections are characteristic of horizontal eye movements.
SavedFiles/0206_VDaudio_ICA.set,28,brain,brain,0.57,Broad inferior-central versus right-frontal spatial gradient is more plausible as a neural dipole than an isolated channel artifact; spectrum declines with frequency.
SavedFiles/0206_VDaudio_ICA.set,29,muscle,muscle,0.84,"Right temporal edge focus, highly erratic activity, and a flat-to-rising high-frequency spectrum strongly indicate muscle artifact."
SavedFiles/0206_VDaudio_ICA.set,30,other_artifact,muscle,0.78,Strong lateral edge source with fast irregular activity and a relatively flat high-frequency spectrum supports muscle rather than a neural source.
SavedFiles/0206_VDaudio_ICA.set,31,brain,brain,0.62,"Broad, reasonably smooth central dipolar distribution with a falling 1/f-like spectrum; activity is irregular but lacks a clear ocular, cardiac, or line-noise pattern."
SavedFiles/0206_VDaudio_ICA.set,32,muscle,channel_noise,0.83,Topography is dominated by a tiny isolated frontal electrode island with no meaningful opposing pole; time series is spike-like.
SavedFiles/0206_VDaudio_ICA.set,33,brain,eye,0.7,Anterior midline frontal distribution with an opposing central pole and low-frequency-dominant spectrum supports an ocular source.
SavedFiles/0206_VDaudio_ICA.set,34,brain,brain,0.74,Clear broad left-right dipolar scalp pattern and a generally declining spectrum are consistent with a lateral cortical source.
SavedFiles/0206_VDaudio_ICA.set,35,eye,eye,0.88,"Strong frontal/periocular focality, large slow transient deflections, and low-frequency-heavy spectrum converge on ocular artifact."
SavedFiles/0206_VDaudio_ICA.set,37,brain,brain,0.7,Smooth lateral dipolar topography with 1/f-like spectral decay fits a temporal cortical component despite somewhat noisy activity.
SavedFiles/0206_VDaudio_ICA.set,39,other_artifact,other_artifact,0.62,Posterior focal map and large slow transient activity do not fit a plausible cortical dipole or the characteristic frontal pattern of eye artifact.
SavedFiles/0206_VDaudio_ICA.set,40,muscle,channel_noise,0.86,"A sharply localized right-temporal single-electrode island dominates the map, with spiky irregular activity."
SavedFiles/0206_VDaudio_ICA.set,41,channel_noise,channel_noise,0.88,"Unambiguous isolated right-frontal electrode hotspot without a smooth opposing pole, accompanied by transient noisy activity."
SavedFiles/0206_VDaudio_ICA.set,45,channel_noise,channel_noise,0.9,Topography is dominated by a tiny isolated left-lateral electrode island; activity is irregular without a physiological rhythm.
SavedFiles/0206_VDaudio_ICA.set,46,brain,other_artifact,0.65,"Multipolar, non-dipolar scalp pattern with noisy activity and no distinctive eye, heart, or line-noise signature."
SavedFiles/0206_VDaudio_ICA.set,47,brain,other_artifact,0.68,Splotchy multi-region map and irregular broadband-looking activity do not form a plausible single brain dipole.
SavedFiles/0206_VDaudio_ICA.set,51,muscle,channel_noise,0.82,"Strong, sharply localized inferior-right edge focus is most consistent with an isolated bad electrode rather than a smooth source."
SavedFiles/0206_VDaudio_ICA.set,52,other_artifact,muscle,0.68,Focal anterior/right edge distribution with erratic spiky activity supports localized facial or temporal muscle artifact.
SavedFiles/0206_VDaudio_ICA.set,53,channel_noise,channel_noise,0.94,"Exceptionally small, sharp frontal electrode island with little smooth spread to neighboring sites is a clear bad-channel pattern."
SavedFiles/0206_VDaudio_ICA.set,54,other_artifact,muscle,0.7,Lateral edge/temporal focus and irregular noisy time series fit muscle artifact better than a cortical source.
SavedFiles/0206_VDaudio_ICA.set,55,other_artifact,channel_noise,0.88,"Scalp map is overwhelmingly dominated by one compact left-lateral electrode focus, with noisy nonphysiological activity."
SavedFiles/0206_VDaudio_ICA.set,57,other_artifact,other_artifact,0.6,"Posterior edge-weighted, weakly defined pattern lacks a clean dipole or decisive spectral/time-series signature."
